Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-122(User, Role and Access Management- View or Edit User)",Chrome 100.0.4896.127,,,2022-04-29 21:07:41,2022-04-29 21:11:33,3m - 51.824s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-122/FCSCMS-472(Admin user is able to log in using valid credentials),Chrome 100.0.4896.127,,,2022-04-29 21:07:42,2022-04-29 21:07:55,13.509s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-04-29 21:07:43,2022-04-29 21:07:47,4.279s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-04-29 21:07:47,2022-04-29 21:07:50,2.382s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-04-29 21:07:50,2022-04-29 21:07:50,0.305s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-04-29 21:07:50,2022-04-29 21:07:51,1.114s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-29 21:07:51,2022-04-29 21:07:54,2.794s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-29 21:07:54,2022-04-29 21:07:55,1.006s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-29 21:07:55,2022-04-29 21:07:55,0.643s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-122/FCSCMS-478(Admin user is able to select No button in cancelling Edit detail),Chrome 100.0.4896.127,,,2022-04-29 21:07:55,2022-04-29 21:11:33,3m - 37.633s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/User Account Management""))",Chrome 100.0.4896.127,,,2022-04-29 21:07:57,2022-04-29 21:08:31,33.961s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/Edit button_ANONYMOUS USER""))",Chrome 100.0.4896.127,,,2022-04-29 21:08:31,2022-04-29 21:09:01,30.434s,PASSED
"setText(findTestObject(""Admin/Sprint 4/FCSCMS-122/Edit User_User Name""), ""User Cancel edit assertion"")",Chrome 100.0.4896.127,,,2022-04-29 21:09:01,2022-04-29 21:10:02,1m - 0.775s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/Edit User_Cancel""))",Chrome 100.0.4896.127,,,2022-04-29 21:10:02,2022-04-29 21:10:32,30.372s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/Edit User_Cancel Edit_No""))",Chrome 100.0.4896.127,,,2022-04-29 21:10:32,2022-04-29 21:11:02,30.361s,PASSED
"verifyTextPresent(""Anon User"", false)",Chrome 100.0.4896.127,,,2022-04-29 21:11:02,2022-04-29 21:11:33,30.586s,PASSED
